Frequency (Hz)	Level (dB)
12968.994141	-71.344757
12969.726562	-71.515877
12970.458984	-71.186150
12971.191406	-70.260704
12971.923828	-71.230148
12972.656250	-70.583405
12973.388672	-70.414764
12974.121094	-71.150986
12974.853516	-70.185173
12975.585938	-70.146744
12976.318359	-70.423630
12977.050781	-70.093414
12977.783203	-69.665985
12978.515625	-70.834801
12979.248047	-70.289398
12979.980469	-70.029274
12980.712891	-69.906883
12981.445312	-70.385117
12982.177734	-70.003563
12982.910156	-70.827774
12983.642578	-70.203987
12984.375000	-70.231491
12985.107422	-69.909050
12985.839844	-70.149773
12986.572266	-70.123253
12987.304688	-70.715927
12988.037109	-69.768723
12988.769531	-69.949539
12989.501953	-70.472305
12990.234375	-70.239639
12990.966797	-70.290749
12991.699219	-71.375771
12992.431641	-71.201111
12993.164062	-69.720383
12993.896484	-71.285873
12994.628906	-71.154694
12995.361328	-70.498306
12996.093750	-70.454865
12996.826172	-70.674393
12997.558594	-70.598473
12998.291016	-71.051125
12999.023438	-70.799675
12999.755859	-70.065422
13000.488281	-70.826302
13001.220703	-72.100609
13001.953125	-71.217529
13002.685547	-71.297691
13003.417969	-71.645294
13004.150391	-71.966850
13004.882812	-71.461777
13005.615234	-71.984688
13006.347656	-71.684593
13007.080078	-72.245819
13007.812500	-72.170761
13008.544922	-71.387970
13009.277344	-72.003235
13010.009766	-71.879128
13010.742188	-72.348007
13011.474609	-71.902649
13012.207031	-72.298546
13012.939453	-71.160416
13013.671875	-71.257294
13014.404297	-72.096825
13015.136719	-71.155937
13015.869141	-71.576973
13016.601562	-71.995583
13017.333984	-71.495865
13018.066406	-71.477135
13018.798828	-71.991501
13019.531250	-72.441605
13020.263672	-72.196259
13020.996094	-72.436714
13021.728516	-73.093521
13022.460938	-72.863434
13023.193359	-72.708603
13023.925781	-72.962006
13024.658203	-72.233292
13025.390625	-72.752296
13026.123047	-72.434860
13026.855469	-72.485352
13027.587891	-72.568520
13028.320312	-72.450592
13029.052734	-72.329033
13029.785156	-72.042091
13030.517578	-72.017601
13031.250000	-72.014381
13031.982422	-71.699242
13032.714844	-72.291725
13033.447266	-71.220573
13034.179688	-71.653839
13034.912109	-71.837952
13035.644531	-71.472015
13036.376953	-71.615639
13037.109375	-72.106392
13037.841797	-72.185730
13038.574219	-72.294044
13039.306641	-71.847122
13040.039062	-70.795731
13040.771484	-72.116600
13041.503906	-72.688347
13042.236328	-71.066017
13042.968750	-71.579636
13043.701172	-71.438271
13044.433594	-71.296486
13045.166016	-71.774330
13045.898438	-71.508942
13046.630859	-71.153862
13047.363281	-72.431618
13048.095703	-72.659416
13048.828125	-72.268013
13049.560547	-71.652901
13050.292969	-72.503410
13051.025391	-72.730339
13051.757812	-73.064209
13052.490234	-73.604401
13053.222656	-72.724190
13053.955078	-72.604576
13054.687500	-72.640900
13055.419922	-72.550621
13056.152344	-73.354050
13056.884766	-72.391273
13057.617188	-73.106949
13058.349609	-72.743149
13059.082031	-72.574036
13059.814453	-72.965164
13060.546875	-72.930321
13061.279297	-73.028900
13062.011719	-71.445320
13062.744141	-71.653084
13063.476562	-72.995842
13064.208984	-71.455994
13064.941406	-71.984535
13065.673828	-72.642441
13066.406250	-72.531746
13067.138672	-72.311592
13067.871094	-72.328217
13068.603516	-72.377098
13069.335938	-72.300255
13070.068359	-72.962723
13070.800781	-71.823494
13071.533203	-71.733704
13072.265625	-71.965004
13072.998047	-72.238609
13073.730469	-72.271339
13074.462891	-71.902466
13075.195312	-72.388138
13075.927734	-71.738098
13076.660156	-72.012299
13077.392578	-71.784256
13078.125000	-71.930862
13078.857422	-72.010925
13079.589844	-72.197449
13080.322266	-71.567825
13081.054688	-71.877663
13081.787109	-71.631935
13082.519531	-71.680687
13083.251953	-71.798950
13083.984375	-71.536339
13084.716797	-72.365639
13085.449219	-72.127937
13086.181641	-71.479424
13086.914062	-71.502594
13087.646484	-71.152985
13088.378906	-71.916435
13089.111328	-72.517441
13089.843750	-71.708611
13090.576172	-71.621941
13091.308594	-71.600380
13092.041016	-72.389923
13092.773438	-72.433411
13093.505859	-71.335976
13094.238281	-71.310326
13094.970703	-71.257217
13095.703125	-71.837341
13096.435547	-72.177673
13097.167969	-71.977959
13097.900391	-71.489891
13098.632812	-71.899246
13099.365234	-71.395180
13100.097656	-71.940819
13100.830078	-71.896477
13101.562500	-72.082512
13102.294922	-71.534882
13103.027344	-71.816040
13103.759766	-71.298851
13104.492188	-71.307877
13105.224609	-71.094322
13105.957031	-70.763145
13106.689453	-71.103920
13107.421875	-70.804222
13108.154297	-70.940727
13108.886719	-70.963196
13109.619141	-71.147614
13110.351562	-71.343254
13111.083984	-70.132835
13111.816406	-70.410873
13112.548828	-70.136574
13113.281250	-70.472137
13114.013672	-70.971230
13114.746094	-70.848053
13115.478516	-71.266792
13116.210938	-71.116234
13116.943359	-71.453918
13117.675781	-71.058784
13118.408203	-70.661018
13119.140625	-71.080925
13119.873047	-70.944130
13120.605469	-70.917229
13121.337891	-71.015129
13122.070312	-71.301643
13122.802734	-70.465973
13123.535156	-71.080101
13124.267578	-71.187599
13125.000000	-71.670151
13125.732422	-71.612564
13126.464844	-71.714912
13127.197266	-71.926277
13127.929688	-72.415466
13128.662109	-72.089424
13129.394531	-72.132179
13130.126953	-72.806580
13130.859375	-73.053627
13131.591797	-72.624329
13132.324219	-73.103180
13133.056641	-73.138893
13133.789062	-72.608017
13134.521484	-73.805870
13135.253906	-73.429619
13135.986328	-73.327148
13136.718750	-73.802628
13137.451172	-72.391663
13138.183594	-72.901184
13138.916016	-73.049606
13139.648438	-72.153114
13140.380859	-72.780754
13141.113281	-73.547577
13141.845703	-72.582993
13142.578125	-72.210533
13143.310547	-73.717644
13144.042969	-73.037354
13144.775391	-72.497490
13145.507812	-73.688202
13146.240234	-72.602310
13146.972656	-72.427177
13147.705078	-72.671196
13148.437500	-72.165070
13149.169922	-71.525414
13149.902344	-72.491882
13150.634766	-73.170319
13151.367188	-71.731133
13152.099609	-73.039085
13152.832031	-71.825150
13153.564453	-71.734032
13154.296875	-72.496910
13155.029297	-71.831558
13155.761719	-70.916420
13156.494141	-72.825356
13157.226562	-72.461365
13157.958984	-71.989029
13158.691406	-72.772789
13159.423828	-73.032562
13160.156250	-71.990974
13160.888672	-72.214348
13161.621094	-72.766319
13162.353516	-72.269302
13163.085938	-72.249123
13163.818359	-72.177261
13164.550781	-71.956940
13165.283203	-72.209869
13166.015625	-71.833488
13166.748047	-71.032196
13167.480469	-71.880783
13168.212891	-71.286758
13168.945312	-70.960388
13169.677734	-71.876472
13170.410156	-71.853554
13171.142578	-70.629822
13171.875000	-71.821945
13172.607422	-72.235779
13173.339844	-70.957390
13174.072266	-71.328117
13174.804688	-71.397087
13175.537109	-71.114372
13176.269531	-70.650818
13177.001953	-71.036385
13177.734375	-70.478165
13178.466797	-71.285080
13179.199219	-70.674530
13179.931641	-69.754929
13180.664062	-71.331749
13181.396484	-71.075500
13182.128906	-69.647652
13182.861328	-70.308411
13183.593750	-71.205658
13184.326172	-70.237259
13185.058594	-70.785225
13185.791016	-70.687538
13186.523438	-70.257164
13187.255859	-70.211327
13187.988281	-70.675934
13188.720703	-70.985596
13189.453125	-70.511497
13190.185547	-70.958458
13190.917969	-70.058456
13191.650391	-70.530098
13192.382812	-71.042976
13193.115234	-70.049850
13193.847656	-71.093781
13194.580078	-71.173553
13195.312500	-70.441727
13196.044922	-70.917725
13196.777344	-71.080170
13197.509766	-70.324142
13198.242188	-71.190735
13198.974609	-71.211525
13199.707031	-70.539993
13200.439453	-71.050499
13201.171875	-70.916443
13201.904297	-71.420738
13202.636719	-71.795227
13203.369141	-70.923874
13204.101562	-70.755402
13204.833984	-71.703247
13205.566406	-71.324310
13206.298828	-71.009415
13207.031250	-71.379417
13207.763672	-71.137238
13208.496094	-71.880348
13209.228516	-71.816147
13209.960938	-71.881622
13210.693359	-72.632019
13211.425781	-72.111771
13212.158203	-72.090004
13212.890625	-71.953308
13213.623047	-72.065407
13214.355469	-72.441734
13215.087891	-72.694298
13215.820312	-72.330223
13216.552734	-72.346481
13217.285156	-72.125824
13218.017578	-73.144295
13218.750000	-72.756340
13219.482422	-72.236862
13220.214844	-71.992981
13220.947266	-72.369019
13221.679688	-72.109558
13222.412109	-71.598038
13223.144531	-72.043335
13223.876953	-72.002800
13224.609375	-72.913712
13225.341797	-73.843636
13226.074219	-73.955597
13226.806641	-73.602104
13227.539062	-73.870506
13228.271484	-73.747780
13229.003906	-73.234901
13229.736328	-72.613083
13230.468750	-73.104591
13231.201172	-72.883286
13231.933594	-73.352531
13232.666016	-73.473831
13233.398438	-73.156265
13234.130859	-73.633789
13234.863281	-73.262253
13235.595703	-73.022453
13236.328125	-73.366806
13237.060547	-73.377869
13237.792969	-73.553337
13238.525391	-72.854736
13239.257812	-73.427658
13239.990234	-72.675407
13240.722656	-73.253647
13241.455078	-73.754723
13242.187500	-72.688530
13242.919922	-72.431610
13243.652344	-71.962303
13244.384766	-71.931068
13245.117188	-72.662827
13245.849609	-72.539909
13246.582031	-72.184608
13247.314453	-72.958412
13248.046875	-72.834023
13248.779297	-72.651794
13249.511719	-72.494209
13250.244141	-72.254173
13250.976562	-72.938072
13251.708984	-72.819855
13252.441406	-72.713287
13253.173828	-72.502747
13253.906250	-72.788803
13254.638672	-72.889977
13255.371094	-73.015610
13256.103516	-73.296440
13256.835938	-73.961853
13257.568359	-73.478012
13258.300781	-73.433647
13259.033203	-73.344627
13259.765625	-73.267731
13260.498047	-72.473976
13261.230469	-72.964485
13261.962891	-72.445671
13262.695312	-72.214073
13263.427734	-73.386253
13264.160156	-72.708160
13264.892578	-71.901688
13265.625000	-73.234360
13266.357422	-73.169777
13267.089844	-72.345566
13267.822266	-73.882858
13268.554688	-72.931396
13269.287109	-73.244637
13270.019531	-73.997978
13270.751953	-73.435867
13271.484375	-73.412163
13272.216797	-74.352249
13272.949219	-72.857109
13273.681641	-73.220848
13274.414062	-73.639992
13275.146484	-72.927483
13275.878906	-73.651665
13276.611328	-74.220367
13277.343750	-72.732384
13278.076172	-72.528076
13278.808594	-73.461037
13279.541016	-72.501556
13280.273438	-72.100815
13281.005859	-73.047226
13281.738281	-72.172691
13282.470703	-72.259521
13283.203125	-72.336815
13283.935547	-72.686974
13284.667969	-72.411140
13285.400391	-73.000969
13286.132812	-73.033951
13286.865234	-73.224037
13287.597656	-73.746880
13288.330078	-72.843185
13289.062500	-72.540085
13289.794922	-73.571709
13290.527344	-72.907310
13291.259766	-72.402298
13291.992188	-72.732811
13292.724609	-73.383743
13293.457031	-71.880692
13294.189453	-72.830406
13294.921875	-73.121758
13295.654297	-72.846680
13296.386719	-72.745140
13297.119141	-72.557709
13297.851562	-73.249420
13298.583984	-72.697136
13299.316406	-72.508141
13300.048828	-70.455879
13300.781250	-72.678139
13301.513672	-72.385063
13302.246094	-72.474487
13302.978516	-72.292053
13303.710938	-73.250336
13304.443359	-73.470467
13305.175781	-74.203072
13305.908203	-73.518341
13306.640625	-71.781403
13307.373047	-73.456673
13308.105469	-73.301483
13308.837891	-72.639961
13309.570312	-72.766281
13310.302734	-72.661469
13311.035156	-72.090866
13311.767578	-72.137543
13312.500000	-71.595940
13313.232422	-70.905304
13313.964844	-71.682777
13314.697266	-71.980751
13315.429688	-72.117592
13316.162109	-71.963089
13316.894531	-71.922798
13317.626953	-73.339470
13318.359375	-73.351013
13319.091797	-72.665703
13319.824219	-71.499306
13320.556641	-73.173805
13321.289062	-73.157753
13322.021484	-72.605095
13322.753906	-72.186081
13323.486328	-71.642738
13324.218750	-72.193275
13324.951172	-73.022629
13325.683594	-72.774872
13326.416016	-72.328209
13327.148438	-72.644699
13327.880859	-72.734932
13328.613281	-72.451042
13329.345703	-72.164894
13330.078125	-72.661469
13330.810547	-72.808800
13331.542969	-72.349236
13332.275391	-73.217201
13333.007812	-71.851204
13333.740234	-71.301743
13334.472656	-72.633011
13335.205078	-71.518654
13335.937500	-71.281227
13336.669922	-71.333511
13337.402344	-71.297821
13338.134766	-71.215630
13338.867188	-72.512276
13339.599609	-71.302994
13340.332031	-71.433601
13341.064453	-72.895660
13341.796875	-71.902359
13342.529297	-71.294037
13343.261719	-72.537064
13343.994141	-72.823128
13344.726562	-72.188301
13345.458984	-74.022324
13346.191406	-73.141228
13346.923828	-72.761253
13347.656250	-73.736511
13348.388672	-72.982422
13349.121094	-72.995346
13349.853516	-73.603157
13350.585938	-73.666634
13351.318359	-72.051315
13352.050781	-74.395180
13352.783203	-73.851288
13353.515625	-72.202324
13354.248047	-74.652885
13354.980469	-72.654037
13355.712891	-72.501434
13356.445312	-72.898872
13357.177734	-73.577721
13357.910156	-72.297569
13358.642578	-72.700233
13359.375000	-73.370758
13360.107422	-71.879395
13360.839844	-73.403412
13361.572266	-72.973335
13362.304688	-72.933159
13363.037109	-72.712097
13363.769531	-72.138641
13364.501953	-71.834793
13365.234375	-73.733223
13365.966797	-72.888191
13366.699219	-71.433174
13367.431641	-72.629417
13368.164062	-72.228561
13368.896484	-71.766945
13369.628906	-72.215416
13370.361328	-72.677399
13371.093750	-71.903252
13371.826172	-72.711723
13372.558594	-71.858704
13373.291016	-71.665588
13374.023438	-73.307938
13374.755859	-72.585320
13375.488281	-72.274078
13376.220703	-73.346237
13376.953125	-72.707321
13377.685547	-72.911270
13378.417969	-72.773308
13379.150391	-73.291809
13379.882812	-71.895760
13380.615234	-73.000275
13381.347656	-73.707474
13382.080078	-72.859238
13382.812500	-74.353676
13383.544922	-74.122192
13384.277344	-73.929947
13385.009766	-74.150551
13385.742188	-73.458916
13386.474609	-73.429077
13387.207031	-74.080910
13387.939453	-74.296913
13388.671875	-72.442902
13389.404297	-72.588173
13390.136719	-73.931709
13390.869141	-72.210732
13391.601562	-73.448753
13392.333984	-73.676399
13393.066406	-72.636658
13393.798828	-73.372894
13394.531250	-73.089119
13395.263672	-71.790901
13395.996094	-73.288361
13396.728516	-73.396812
13397.460938	-70.930161
13398.193359	-71.386482
13398.925781	-72.953461
13399.658203	-71.170662
13400.390625	-71.447830
13401.123047	-72.307793
13401.855469	-71.736679
13402.587891	-70.990601
13403.320312	-71.947845
13404.052734	-71.289139
13404.785156	-71.416183
13405.517578	-72.401901
13406.250000	-71.382217
13406.982422	-71.073044
13407.714844	-72.300209
13408.447266	-71.717880
13409.179688	-71.709175
13409.912109	-72.352921
13410.644531	-72.184113
13411.376953	-72.454498
13412.109375	-74.140190
13412.841797	-73.249039
13413.574219	-71.855103
13414.306641	-73.474564
13415.039062	-73.533607
13415.771484	-73.266571
13416.503906	-74.560799
13417.236328	-72.924347
13417.968750	-73.998390
13418.701172	-74.950096
13419.433594	-74.740044
13420.166016	-73.209816
13420.898438	-75.292686
13421.630859	-75.364075
13422.363281	-73.349602
13423.095703	-74.286873
13423.828125	-74.770470
13424.560547	-74.981102
13425.292969	-75.112076
13426.025391	-74.790833
13426.757812	-75.098267
13427.490234	-75.693405
13428.222656	-74.662094
13428.955078	-74.957878
13429.687500	-75.292877
13430.419922	-74.627151
13431.152344	-74.200867
13431.884766	-74.670502
13432.617188	-74.687363
13433.349609	-74.226791
13434.082031	-73.833679
13434.814453	-74.549377
13435.546875	-73.678444
13436.279297	-73.792267
13437.011719	-74.094589
13437.744141	-72.695595
13438.476562	-74.333504
13439.208984	-73.877701
13439.941406	-71.564255
13440.673828	-74.075394
13441.406250	-73.759575
13442.138672	-72.364326
13442.871094	-73.297112
13443.603516	-73.462738
13444.335938	-72.886711
13445.068359	-73.880318
13445.800781	-73.571274
13446.533203	-70.711952
13447.265625	-72.739365
13447.998047	-74.001480
13448.730469	-72.298454
13449.462891	-72.633224
13450.195312	-72.435776
13450.927734	-71.820976
13451.660156	-72.605301
13452.392578	-72.855278
13453.125000	-70.646729
13453.857422	-71.896461
13454.589844	-72.261665
13455.322266	-71.812614
13456.054688	-71.548332
13456.787109	-71.714630
13457.519531	-71.872223
13458.251953	-72.161667
13458.984375	-73.203964
13459.716797	-70.862808
13460.449219	-72.446083
13461.181641	-73.308601
13461.914062	-71.741493
13462.646484	-72.454887
13463.378906	-73.075829
13464.111328	-73.313057
13464.843750	-72.482651
13465.576172	-74.181862
13466.308594	-73.410828
13467.041016	-72.640541
13467.773438	-74.007545
13468.505859	-73.369400
13469.238281	-73.453285
13469.970703	-74.782333
13470.703125	-74.290962
13471.435547	-74.546806
13472.167969	-75.343887
13472.900391	-74.845383
13473.632812	-74.528214
13474.365234	-75.349266
13475.097656	-75.338135
13475.830078	-74.756401
13476.562500	-74.776237
13477.294922	-76.055321
13478.027344	-75.233101
13478.759766	-75.534081
13479.492188	-75.828232
13480.224609	-75.750404
13480.957031	-76.134125
13481.689453	-75.410706
13482.421875	-75.643700
13483.154297	-75.368126
13483.886719	-74.726532
13484.619141	-75.051491
13485.351562	-75.096451
13486.083984	-75.466164
13486.816406	-75.338722
13487.548828	-75.542503
13488.281250	-75.673401
13489.013672	-76.082932
13489.746094	-76.190254
13490.478516	-75.858124
13491.210938	-75.615822
13491.943359	-75.889290
13492.675781	-76.097054
13493.408203	-76.460777
13494.140625	-75.727692
13494.873047	-76.376625
13495.605469	-76.379173
13496.337891	-75.923660
13497.070312	-75.028809
13497.802734	-76.131821
13498.535156	-75.970634
13499.267578	-74.656342
13500.000000	-75.487213
13500.732422	-74.646614
13501.464844	-74.342552
13502.197266	-75.273048
13502.929688	-75.108154
13503.662109	-74.636040
13504.394531	-74.673859
13505.126953	-74.644295
13505.859375	-74.745758
13506.591797	-75.601067
13507.324219	-74.161591
13508.056641	-74.422752
13508.789062	-75.129402
13509.521484	-74.960396
13510.253906	-74.596458
13510.986328	-74.222397
13511.718750	-74.643593
13512.451172	-74.913284
13513.183594	-74.068565
13513.916016	-74.829971
13514.648438	-75.269272
13515.380859	-73.920242
13516.113281	-73.885124
13516.845703	-74.318581
13517.578125	-73.780647
13518.310547	-74.185913
13519.042969	-74.448288
13519.775391	-72.849144
13520.507812	-73.755646
13521.240234	-75.189560
13521.972656	-74.412689
13522.705078	-74.392921
13523.437500	-74.196991
13524.169922	-74.690681
13524.902344	-75.449341
13525.634766	-74.547234
13526.367188	-74.101013
13527.099609	-74.228104
13527.832031	-75.406158
13528.564453	-74.950890
13529.296875	-74.440041
13530.029297	-74.830681
13530.761719	-74.712135
13531.494141	-74.709702
13532.226562	-75.986214
13532.958984	-74.411469
13533.691406	-74.576195
13534.423828	-75.445190
13535.156250	-74.346085
13535.888672	-75.099777
13536.621094	-74.297150
13537.353516	-75.139030
13538.085938	-75.809776
13538.818359	-75.520668
13539.550781	-75.814568
13540.283203	-74.447525
13541.015625	-75.944618
13541.748047	-75.522240
13542.480469	-75.569923
13543.212891	-76.177925
13543.945312	-75.846252
13544.677734	-75.728363
13545.410156	-75.383301
13546.142578	-74.869789
13546.875000	-75.066360
13547.607422	-75.232117
13548.339844	-75.079590
13549.072266	-74.667877
13549.804688	-75.967400
13550.537109	-74.702042
13551.269531	-74.540451
13552.001953	-75.371796
13552.734375	-74.814743
13553.466797	-73.955475
13554.199219	-74.896988
13554.931641	-73.566544
13555.664062	-73.450081
13556.396484	-74.123497
13557.128906	-74.368172
13557.861328	-73.413086
13558.593750	-74.039261
13559.326172	-73.788116
13560.058594	-73.075348
13560.791016	-74.263672
13561.523438	-74.089294
13562.255859	-73.027321
13562.988281	-74.294891
13563.720703	-74.910156
13564.453125	-73.490799
13565.185547	-74.352867
13565.917969	-74.334465
13566.650391	-73.878677
13567.382812	-74.839912
13568.115234	-74.950050
13568.847656	-73.730888
13569.580078	-74.865227
13570.312500	-74.838097
13571.044922	-74.796967
13571.777344	-74.841751
13572.509766	-74.752449
13573.242188	-73.675125
13573.974609	-75.024368
13574.707031	-74.871185
13575.439453	-74.518341
13576.171875	-74.622375
13576.904297	-75.179588
13577.636719	-74.492119
13578.369141	-74.970108
13579.101562	-74.713463
13579.833984	-74.187538
13580.566406	-75.324692
13581.298828	-74.587425
13582.031250	-75.155472
13582.763672	-74.395821
13583.496094	-74.435219
13584.228516	-74.426727
13584.960938	-74.362076
13585.693359	-75.462486
13586.425781	-74.240242
13587.158203	-75.663208
13587.890625	-74.220009
13588.623047	-74.627525
13589.355469	-75.412483
13590.087891	-74.877609
13590.820312	-75.318764
13591.552734	-75.315704
13592.285156	-76.185020
13593.017578	-75.505714
13593.750000	-76.321938
13594.482422	-75.334694
13595.214844	-76.392014
13595.947266	-75.787300
13596.679688	-76.162903
13597.412109	-75.442116
13598.144531	-75.442039
13598.876953	-74.613251
13599.609375	-75.240341
13600.341797	-75.567253
13601.074219	-75.493637
13601.806641	-76.549454
13602.539062	-74.940704
13603.271484	-75.457634
13604.003906	-75.353973
13604.736328	-76.208679
13605.468750	-75.883629
13606.201172	-75.160507
13606.933594	-75.905617
13607.666016	-75.188995
13608.398438	-75.642441
13609.130859	-75.214256
13609.863281	-75.855820
13610.595703	-75.194687
13611.328125	-75.181564
13612.060547	-75.906708
13612.792969	-75.136177
13613.525391	-75.630348
13614.257812	-76.017662
13614.990234	-76.109558
13615.722656	-75.687111
13616.455078	-76.532166
13617.187500	-76.007080
13617.919922	-76.119385
13618.652344	-75.796387
13619.384766	-76.969803
13620.117188	-75.412621
13620.849609	-75.430832
13621.582031	-76.348534
13622.314453	-76.817413
13623.046875	-76.233978
13623.779297	-76.660988
13624.511719	-76.404579
13625.244141	-76.010979
13625.976562	-76.864838
13626.708984	-76.199974
13627.441406	-76.388313
13628.173828	-75.998596
13628.906250	-76.390648
13629.638672	-77.098457
13630.371094	-76.791817
13631.103516	-76.798752
13631.835938	-77.383820
13632.568359	-76.696617
13633.300781	-77.304970
13634.033203	-78.184074
13634.765625	-77.251976
13635.498047	-77.293892
13636.230469	-76.260384
13636.962891	-76.728203
13637.695312	-77.241333
13638.427734	-77.442650
13639.160156	-76.865311
13639.892578	-76.019470
13640.625000	-77.873611
13641.357422	-76.772194
13642.089844	-76.378395
13642.822266	-76.818535
13643.554688	-76.739975
13644.287109	-77.047600
13645.019531	-75.958366
13645.751953	-76.130600
13646.484375	-76.221245
13647.216797	-76.997086
13647.949219	-75.433678
13648.681641	-75.834435
13649.414062	-76.713982
13650.146484	-76.113586
13650.878906	-76.482277
13651.611328	-76.557175
13652.343750	-75.407623
13653.076172	-75.943008
13653.808594	-76.229492
13654.541016	-76.191093
13655.273438	-75.630371
13656.005859	-75.734444
13656.738281	-74.764206
13657.470703	-75.565865
13658.203125	-75.995491
13658.935547	-75.156448
13659.667969	-74.957787
13660.400391	-74.696701
13661.132812	-75.056465
13661.865234	-75.256447
13662.597656	-75.322311
13663.330078	-75.099373
13664.062500	-74.825188
13664.794922	-75.474457
13665.527344	-75.687996
13666.259766	-75.198830
13666.992188	-74.656624
13667.724609	-74.871223
13668.457031	-74.945541
13669.189453	-74.981239
13669.921875	-74.929230
13670.654297	-75.973473
13671.386719	-75.151398
13672.119141	-74.627098
13672.851562	-75.104446
13673.583984	-74.781937
13674.316406	-75.476311
13675.048828	-75.286377
13675.781250	-75.569916
13676.513672	-74.763756
13677.246094	-74.395363
13677.978516	-75.614388
13678.710938	-75.680161
13679.443359	-75.668167
13680.175781	-74.502983
13680.908203	-74.999901
13681.640625	-75.572281
13682.373047	-75.798378
13683.105469	-75.137001
13683.837891	-75.634285
13684.570312	-75.381248
13685.302734	-76.351639
13686.035156	-75.952332
13686.767578	-75.520821
13687.500000	-75.298279
13688.232422	-75.149429
13688.964844	-75.037376
13689.697266	-75.456642
13690.429688	-75.785065
13691.162109	-75.972458
13691.894531	-75.874611
13692.626953	-74.926369
13693.359375	-75.651321
13694.091797	-76.045723
13694.824219	-76.107147
13695.556641	-75.755188
13696.289062	-75.394547
13697.021484	-74.969864
13697.753906	-76.149406
13698.486328	-76.575867
13699.218750	-75.842918
13699.951172	-75.532936
13700.683594	-75.630486
13701.416016	-75.874733
13702.148438	-76.085800
13702.880859	-75.287247
13703.613281	-75.456703
13704.345703	-74.489792
13705.078125	-74.747269
13705.810547	-75.704933
13706.542969	-75.850906
13707.275391	-75.523239
13708.007812	-75.103516
13708.740234	-74.846802
13709.472656	-75.314354
13710.205078	-75.076469
13710.937500	-74.632111
13711.669922	-74.880051
13712.402344	-74.434914
13713.134766	-73.947342
13713.867188	-74.737000
13714.599609	-74.938622
13715.332031	-74.440681
13716.064453	-74.524521
13716.796875	-75.461258
13717.529297	-74.992393
13718.261719	-74.996178
13718.994141	-74.763245
13719.726562	-75.477974
13720.458984	-75.929420
13721.191406	-75.632584
13721.923828	-75.650932
13722.656250	-75.703926
13723.388672	-76.296631
13724.121094	-76.200638
13724.853516	-75.597954
13725.585938	-76.233215
13726.318359	-76.244095
13727.050781	-75.763084
13727.783203	-76.493713
13728.515625	-76.677246
13729.248047	-76.016663
13729.980469	-76.213486
13730.712891	-75.905472
13731.445312	-77.253555
13732.177734	-76.383308
13732.910156	-75.101997
13733.642578	-75.777939
13734.375000	-76.504211
13735.107422	-76.163765
13735.839844	-76.369057
13736.572266	-75.686935
13737.304688	-74.748741
13738.037109	-75.289772
13738.769531	-76.202354
13739.501953	-75.109741
13740.234375	-76.221664
13740.966797	-76.769783
13741.699219	-74.706200
13742.431641	-74.616272
13743.164062	-75.314857
13743.896484	-74.957146
13744.628906	-75.453255
13745.361328	-76.461418
13746.093750	-75.045563
13746.826172	-74.727028
13747.558594	-77.111282
13748.291016	-75.898491
13749.023438	-76.160980
13749.755859	-76.751122
13750.488281	-76.399147
13751.220703	-76.275764
13751.953125	-78.046837
13752.685547	-77.382744
13753.417969	-77.144341
13754.150391	-77.221458
13754.882812	-76.723114
13755.615234	-77.522629
13756.347656	-78.211319
13757.080078	-77.860886
13757.812500	-76.848129
13758.544922	-77.698570
13759.277344	-77.979340
13760.009766	-77.349968
13760.742188	-77.926453
13761.474609	-77.180420
13762.207031	-77.189499
13762.939453	-77.058044
13763.671875	-76.979843
13764.404297	-75.792908
13765.136719	-77.027542
13765.869141	-76.687698
13766.601562	-74.919266
13767.333984	-76.922462
13768.066406	-76.592384
13768.798828	-75.900688
13769.531250	-76.515511
13770.263672	-75.465874
13770.996094	-74.854675
13771.728516	-75.873764
13772.460938	-75.885109
13773.193359	-73.426529
13773.925781	-75.745247
13774.658203	-75.938354
13775.390625	-74.457848
13776.123047	-75.537628
13776.855469	-75.752251
13777.587891	-74.408577
13778.320312	-75.012451
13779.052734	-75.512230
13779.785156	-73.356117
13780.517578	-74.396294
13781.250000	-74.595596
13781.982422	-74.307655
13782.714844	-74.091705
13783.447266	-74.931396
13784.179688	-74.144913
13784.912109	-75.306808
13785.644531	-75.409317
13786.376953	-74.042709
13787.109375	-74.162170
13787.841797	-75.520706
13788.574219	-74.108505
13789.306641	-74.655251
13790.039062	-75.045547
13790.771484	-73.879128
13791.503906	-74.861359
13792.236328	-76.518524
13792.968750	-75.139626
13793.701172	-75.496727
13794.433594	-76.096336
13795.166016	-75.392120
13795.898438	-76.306244
13796.630859	-76.569397
13797.363281	-75.778198
13798.095703	-75.268295
13798.828125	-76.929192
13799.560547	-75.785370
13800.292969	-74.881287
13801.025391	-77.330887
13801.757812	-75.871315
13802.490234	-75.974266
13803.222656	-77.144493
13803.955078	-76.652733
13804.687500	-75.797829
13805.419922	-78.391678
13806.152344	-76.898209
13806.884766	-75.523651
13807.617188	-76.802689
13808.349609	-76.600830
13809.082031	-75.958893
13809.814453	-76.736343
13810.546875	-76.453171
13811.279297	-76.387527
13812.011719	-76.908897
13812.744141	-76.098671
13813.476562	-75.682098
13814.208984	-77.531601
13814.941406	-77.882004
13815.673828	-76.025841
13816.406250	-76.817345
13817.138672	-76.779793
13817.871094	-75.797516
13818.603516	-77.264229
13819.335938	-77.397491
13820.068359	-75.483673
13820.800781	-76.794319
13821.533203	-75.678841
