Frequency (Hz)	Level (dB)
5991.210938	-60.757298
5991.943359	-61.171062
5992.675781	-61.631317
5993.408203	-61.043316
5994.140625	-60.775856
5994.873047	-60.481735
5995.605469	-61.071423
5996.337891	-61.361252
5997.070312	-60.951294
5997.802734	-61.052925
5998.535156	-60.372288
5999.267578	-60.173660
6000.000000	-60.267582
6000.732422	-60.527603
6001.464844	-60.201653
6002.197266	-61.133804
6002.929688	-61.692879
6003.662109	-60.669556
6004.394531	-60.711227
6005.126953	-61.483231
6005.859375	-61.222294
6006.591797	-60.518749
6007.324219	-60.549805
6008.056641	-60.100151
6008.789062	-60.138176
6009.521484	-59.686798
6010.253906	-59.387466
6010.986328	-59.288521
6011.718750	-60.096443
6012.451172	-59.260635
6013.183594	-59.754948
6013.916016	-60.573528
6014.648438	-60.212551
6015.380859	-59.725552
6016.113281	-59.693996
6016.845703	-59.841824
6017.578125	-60.312996
6018.310547	-60.280029
6019.042969	-59.817245
6019.775391	-59.465427
6020.507812	-60.088123
6021.240234	-60.892048
6021.972656	-61.396114
6022.705078	-60.639740
6023.437500	-60.260880
6024.169922	-60.169769
6024.902344	-60.220528
6025.634766	-58.874104
6026.367188	-59.921524
6027.099609	-60.740356
6027.832031	-59.944973
6028.564453	-59.683346
6029.296875	-59.662109
6030.029297	-59.268005
6030.761719	-60.208054
6031.494141	-60.822639
6032.226562	-60.400410
6032.958984	-61.259636
6033.691406	-59.734249
6034.423828	-59.098557
6035.156250	-60.237720
6035.888672	-60.592350
6036.621094	-61.116375
6037.353516	-61.454159
6038.085938	-60.377144
6038.818359	-60.511761
6039.550781	-60.910156
6040.283203	-60.934193
6041.015625	-60.557602
6041.748047	-60.523304
6042.480469	-60.422440
6043.212891	-59.824432
6043.945312	-59.229137
6044.677734	-59.412830
6045.410156	-59.405838
6046.142578	-59.806347
6046.875000	-60.196579
6047.607422	-59.570320
6048.339844	-59.528156
6049.072266	-59.077717
6049.804688	-60.335865
6050.537109	-60.165123
6051.269531	-60.302368
6052.001953	-60.559708
6052.734375	-60.531754
6053.466797	-60.636482
6054.199219	-60.988602
6054.931641	-61.660385
6055.664062	-61.160984
6056.396484	-61.649757
6057.128906	-62.331947
6057.861328	-62.698574
6058.593750	-62.563171
6059.326172	-62.614162
6060.058594	-61.795654
6060.791016	-61.263317
6061.523438	-62.028618
6062.255859	-61.375587
6062.988281	-60.809464
6063.720703	-60.301777
6064.453125	-60.532856
6065.185547	-60.912170
6065.917969	-60.115849
6066.650391	-59.944458
6067.382812	-61.016953
6068.115234	-61.745174
6068.847656	-62.190056
6069.580078	-62.067543
6070.312500	-61.986313
6071.044922	-61.938198
6071.777344	-62.917202
6072.509766	-62.326202
6073.242188	-61.421009
6073.974609	-61.234715
6074.707031	-61.750278
6075.439453	-60.071815
6076.171875	-60.399117
6076.904297	-60.733036
6077.636719	-61.279716
6078.369141	-60.342606
6079.101562	-59.730892
6079.833984	-59.113667
6080.566406	-59.999714
6081.298828	-60.308002
6082.031250	-59.645309
6082.763672	-60.486000
6083.496094	-60.778629
6084.228516	-61.126446
6084.960938	-60.929863
6085.693359	-60.378448
6086.425781	-60.159412
6087.158203	-60.160759
6087.890625	-60.236496
6088.623047	-59.435505
6089.355469	-59.359787
6090.087891	-59.423161
6090.820312	-60.059906
6091.552734	-60.357296
6092.285156	-59.709461
6093.017578	-59.074944
6093.750000	-59.547749
6094.482422	-59.738079
6095.214844	-59.516499
6095.947266	-60.113560
6096.679688	-60.102734
6097.412109	-59.424812
6098.144531	-59.385586
6098.876953	-59.475105
6099.609375	-58.997082
6100.341797	-60.159885
6101.074219	-59.617462
6101.806641	-57.827667
6102.539062	-58.691078
6103.271484	-58.825218
6104.003906	-59.748169
6104.736328	-60.217899
6105.468750	-60.445919
6106.201172	-60.748829
6106.933594	-60.683216
6107.666016	-60.900234
6108.398438	-60.878773
6109.130859	-61.102207
6109.863281	-60.931995
6110.595703	-60.536041
6111.328125	-60.671135
6112.060547	-59.794460
6112.792969	-59.792820
6113.525391	-59.719387
6114.257812	-60.021450
6114.990234	-60.630333
6115.722656	-61.513050
6116.455078	-60.650089
6117.187500	-61.444084
6117.919922	-60.996532
6118.652344	-61.593624
6119.384766	-61.526348
6120.117188	-60.554321
6120.849609	-61.401093
6121.582031	-61.563622
6122.314453	-60.936275
6123.046875	-60.068817
6123.779297	-59.940662
6124.511719	-59.749779
6125.244141	-60.337791
6125.976562	-59.721107
6126.708984	-59.481880
6127.441406	-60.990070
6128.173828	-61.941071
6128.906250	-61.325497
6129.638672	-60.322533
6130.371094	-60.707527
6131.103516	-61.167568
6131.835938	-61.045174
6132.568359	-61.811230
6133.300781	-59.917728
6134.033203	-60.673908
6134.765625	-60.621490
6135.498047	-61.027340
6136.230469	-61.430332
6136.962891	-61.078094
6137.695312	-61.975811
6138.427734	-61.222973
6139.160156	-60.568211
6139.892578	-60.138161
6140.625000	-61.021809
6141.357422	-59.567696
6142.089844	-60.104382
6142.822266	-61.176243
6143.554688	-62.648548
6144.287109	-61.176628
6145.019531	-61.846165
6145.751953	-61.377514
6146.484375	-61.856678
6147.216797	-61.358078
6147.949219	-61.798721
6148.681641	-61.275970
6149.414062	-60.343105
6150.146484	-60.522175
6150.878906	-60.302845
6151.611328	-60.896584
6152.343750	-60.997265
6153.076172	-61.357979
6153.808594	-61.680164
6154.541016	-62.180908
6155.273438	-61.451412
6156.005859	-62.412868
6156.738281	-62.151806
6157.470703	-62.274696
6158.203125	-63.071064
6158.935547	-62.293598
6159.667969	-61.610584
6160.400391	-61.835110
6161.132812	-61.877995
6161.865234	-62.612320
6162.597656	-61.897404
6163.330078	-61.469746
6164.062500	-62.073334
6164.794922	-61.756432
6165.527344	-61.864368
6166.259766	-61.616890
6166.992188	-60.956280
6167.724609	-61.733170
6168.457031	-61.004017
6169.189453	-61.025452
6169.921875	-61.131371
6170.654297	-61.521774
6171.386719	-61.703739
6172.119141	-62.189243
6172.851562	-62.184662
6173.583984	-61.716908
6174.316406	-62.531395
6175.048828	-62.122574
6175.781250	-62.402813
6176.513672	-61.499706
6177.246094	-62.211330
6177.978516	-63.667522
6178.710938	-62.315777
6179.443359	-61.698326
6180.175781	-60.876202
6180.908203	-62.144783
6181.640625	-61.787434
6182.373047	-61.219196
6183.105469	-60.550625
6183.837891	-61.128914
6184.570312	-60.692200
6185.302734	-61.541573
6186.035156	-61.529102
6186.767578	-59.880497
6187.500000	-62.192463
6188.232422	-62.550369
6188.964844	-61.168095
6189.697266	-60.769722
6190.429688	-61.452965
6191.162109	-61.011463
6191.894531	-61.550106
6192.626953	-60.872757
6193.359375	-58.884148
6194.091797	-60.704090
6194.824219	-59.102352
6195.556641	-58.953659
6196.289062	-58.603840
6197.021484	-59.273071
6197.753906	-59.913670
6198.486328	-60.181690
6199.218750	-58.561203
6199.951172	-56.520172
6200.683594	-60.088966
6201.416016	-59.857861
6202.148438	-58.964031
6202.880859	-60.278713
6203.613281	-59.246506
6204.345703	-59.000565
6205.078125	-60.274731
6205.810547	-59.284534
6206.542969	-58.969315
6207.275391	-60.117405
6208.007812	-61.062901
6208.740234	-60.504543
6209.472656	-60.359161
6210.205078	-59.866055
6210.937500	-61.046379
6211.669922	-60.250317
6212.402344	-59.372364
6213.134766	-60.820034
6213.867188	-59.245235
6214.599609	-58.476650
6215.332031	-57.982304
6216.064453	-58.349186
6216.796875	-59.888470
6217.529297	-58.729481
6218.261719	-58.960957
6218.994141	-59.938583
6219.726562	-60.345329
6220.458984	-60.497257
6221.191406	-60.643635
6221.923828	-59.605679
6222.656250	-59.127422
6223.388672	-59.129677
6224.121094	-58.601498
6224.853516	-58.234501
6225.585938	-58.214603
6226.318359	-58.430691
6227.050781	-58.329197
6227.783203	-58.384087
6228.515625	-58.362244
6229.248047	-59.335232
6229.980469	-58.798607
6230.712891	-58.995461
6231.445312	-59.394753
6232.177734	-59.571529
6232.910156	-58.996010
6233.642578	-58.873371
6234.375000	-58.828327
6235.107422	-59.808304
6235.839844	-60.294178
6236.572266	-58.619141
6237.304688	-59.901894
6238.037109	-60.702839
6238.769531	-60.344631
6239.501953	-60.586990
6240.234375	-58.317165
6240.966797	-60.632790
6241.699219	-60.260921
6242.431641	-60.077045
6243.164062	-58.199627
6243.896484	-59.777435
6244.628906	-60.641472
6245.361328	-60.023788
6246.093750	-60.697121
6246.826172	-58.981636
6247.558594	-59.979324
6248.291016	-60.600361
6249.023438	-60.114120
6249.755859	-59.588043
6250.488281	-60.480938
6251.220703	-60.327408
6251.953125	-60.507710
6252.685547	-59.643932
6253.417969	-56.584698
6254.150391	-58.695263
6254.882812	-59.134007
6255.615234	-58.688206
6256.347656	-57.928139
6257.080078	-58.480122
6257.812500	-57.958447
6258.544922	-58.063904
6259.277344	-58.570755
6260.009766	-54.287880
6260.742188	-58.801079
6261.474609	-59.128475
6262.207031	-58.851349
6262.939453	-56.207214
6263.671875	-56.837395
6264.404297	-58.655384
6265.136719	-58.729187
6265.869141	-57.967484
6266.601562	-55.138565
6267.333984	-57.541782
6268.066406	-58.624432
6268.798828	-59.010784
6269.531250	-58.072369
6270.263672	-57.179432
6270.996094	-58.254051
6271.728516	-59.689507
6272.460938	-60.291149
6273.193359	-56.395657
6273.925781	-58.984531
6274.658203	-59.549797
6275.390625	-57.704079
6276.123047	-59.623737
6276.855469	-59.183445
6277.587891	-58.028873
6278.320312	-60.026325
6279.052734	-60.436749
6279.785156	-58.115196
6280.517578	-60.125488
6281.250000	-60.179871
6281.982422	-59.911453
6282.714844	-60.729286
6283.447266	-61.500500
6284.179688	-60.775005
6284.912109	-61.837379
6285.644531	-62.294540
6286.376953	-60.454319
6287.109375	-61.329350
6287.841797	-61.926674
6288.574219	-61.028488
6289.306641	-61.063530
6290.039062	-60.704544
6290.771484	-61.767120
6291.503906	-60.773079
6292.236328	-61.636299
6292.968750	-61.185772
6293.701172	-60.904896
6294.433594	-61.849251
6295.166016	-61.284321
6295.898438	-61.492268
6296.630859	-61.184872
6297.363281	-60.889175
6298.095703	-60.921909
6298.828125	-61.061592
6299.560547	-59.983994
6300.292969	-59.590862
6301.025391	-61.201359
6301.757812	-61.644672
6302.490234	-61.603451
6303.222656	-60.268520
6303.955078	-61.237686
6304.687500	-62.442135
6305.419922	-60.753887
6306.152344	-61.183949
6306.884766	-60.208450
6307.617188	-60.416065
6308.349609	-60.188992
6309.082031	-60.950977
6309.814453	-59.579220
6310.546875	-60.440815
6311.279297	-61.394920
6312.011719	-61.068523
6312.744141	-61.401924
6313.476562	-58.882557
6314.208984	-60.894882
6314.941406	-60.995365
6315.673828	-60.600544
6316.406250	-60.392597
6317.138672	-60.947147
6317.871094	-60.352650
6318.603516	-60.900303
6319.335938	-61.304466
6320.068359	-57.728638
6320.800781	-61.707890
6321.533203	-61.655903
6322.265625	-61.667290
6322.998047	-60.012337
6323.730469	-61.029724
6324.462891	-61.614128
6325.195312	-62.436436
6325.927734	-61.692661
6326.660156	-59.930153
6327.392578	-62.671707
6328.125000	-61.445911
6328.857422	-61.426571
6329.589844	-61.759644
6330.322266	-61.534969
6331.054688	-62.161827
6331.787109	-63.212326
6332.519531	-61.560505
6333.251953	-60.336578
6333.984375	-62.427681
6334.716797	-60.970219
6335.449219	-60.997463
6336.181641	-61.617607
6336.914062	-60.645767
6337.646484	-60.054821
6338.378906	-60.665813
6339.111328	-60.539520
6339.843750	-58.890728
6340.576172	-60.561649
6341.308594	-61.180916
6342.041016	-59.866768
6342.773438	-61.147984
6343.505859	-60.471165
6344.238281	-61.391266
6344.970703	-61.202660
6345.703125	-61.023281
6346.435547	-60.230728
6347.167969	-61.284580
6347.900391	-60.175743
6348.632812	-59.483185
6349.365234	-60.127018
6350.097656	-59.468639
6350.830078	-59.709404
6351.562500	-60.683510
6352.294922	-61.814308
6353.027344	-59.871948
6353.759766	-60.690254
6354.492188	-60.742111
6355.224609	-60.715183
6355.957031	-60.681458
6356.689453	-60.446587
6357.421875	-60.812283
6358.154297	-60.481987
6358.886719	-61.265385
6359.619141	-60.308819
6360.351562	-60.206333
6361.083984	-61.706779
6361.816406	-61.088776
6362.548828	-60.662357
6363.281250	-60.290092
6364.013672	-60.622646
6364.746094	-60.576946
6365.478516	-60.896507
6366.210938	-60.606827
6366.943359	-59.618492
6367.675781	-60.683506
6368.408203	-60.294884
6369.140625	-60.014935
6369.873047	-59.727188
6370.605469	-59.737019
6371.337891	-59.930809
6372.070312	-61.394180
6372.802734	-59.772865
6373.535156	-59.782345
6374.267578	-60.271698
6375.000000	-59.635056
6375.732422	-58.432472
6376.464844	-58.572567
6377.197266	-59.949867
6377.929688	-59.570522
6378.662109	-60.376873
6379.394531	-59.804897
6380.126953	-57.158470
6380.859375	-59.715199
6381.591797	-60.379440
6382.324219	-58.741261
6383.056641	-57.492741
6383.789062	-58.787804
6384.521484	-58.508720
6385.253906	-59.525574
6385.986328	-59.632915
6386.718750	-56.852791
6387.451172	-59.471775
6388.183594	-60.505344
6388.916016	-58.813332
6389.648438	-56.476658
6390.380859	-57.136463
6391.113281	-59.063869
6391.845703	-59.474712
6392.578125	-58.873440
6393.310547	-54.805004
6394.042969	-58.511162
6394.775391	-58.952141
6395.507812	-57.660748
6396.240234	-57.178642
6396.972656	-55.295002
6397.705078	-57.322304
6398.437500	-58.985584
6399.169922	-57.669312
6399.902344	-52.341042
6400.634766	-57.656250
6401.367188	-58.182919
6402.099609	-58.417999
6402.832031	-56.688377
6403.564453	-54.547466
6404.296875	-57.828884
6405.029297	-58.645073
6405.761719	-57.249664
6406.494141	-53.610950
6407.226562	-57.375561
6407.958984	-57.965778
6408.691406	-59.995796
6409.423828	-58.098484
6410.156250	-53.699444
6410.888672	-58.513027
6411.621094	-59.757874
6412.353516	-57.523365
6413.085938	-54.345409
6413.818359	-57.597538
6414.550781	-57.790855
6415.283203	-59.562992
6416.015625	-58.891151
6416.748047	-54.357643
6417.480469	-58.574146
6418.212891	-60.395058
6418.945312	-57.768974
6419.677734	-55.402359
6420.410156	-56.663551
6421.142578	-58.396385
6421.875000	-59.902634
6422.607422	-60.141453
6423.339844	-58.463623
6424.072266	-61.621525
6424.804688	-60.499489
6425.537109	-61.770782
6426.269531	-61.484692
6427.001953	-60.998768
6427.734375	-62.477978
6428.466797	-61.421032
6429.199219	-62.392937
6429.931641	-61.980762
6430.664062	-62.111790
6431.396484	-61.249256
6432.128906	-61.963165
6432.861328	-61.809006
6433.593750	-61.867435
6434.326172	-62.753567
6435.058594	-61.677399
6435.791016	-61.784840
6436.523438	-61.905548
6437.255859	-61.604347
6437.988281	-60.337418
6438.720703	-60.582138
6439.453125	-61.595680
6440.185547	-60.824512
6440.917969	-60.641525
6441.650391	-61.255436
6442.382812	-61.005634
6443.115234	-62.134583
6443.847656	-62.151844
6444.580078	-60.602039
6445.312500	-61.861618
6446.044922	-62.425678
6446.777344	-63.212307
6447.509766	-61.502811
6448.242188	-61.257038
6448.974609	-61.137577
6449.707031	-63.210388
6450.439453	-62.696083
6451.171875	-61.100986
6451.904297	-62.750679
6452.636719	-63.395214
6453.369141	-60.242786
6454.101562	-62.416431
6454.833984	-61.701527
6455.566406	-61.179241
6456.298828	-61.230270
6457.031250	-60.490406
6457.763672	-60.588768
6458.496094	-60.333748
6459.228516	-59.603104
6459.960938	-53.911476
6460.693359	-59.210987
6461.425781	-58.278328
6462.158203	-58.803795
6462.890625	-56.909836
6463.623047	-55.771194
6464.355469	-58.800663
6465.087891	-59.285583
6465.820312	-57.659580
6466.552734	-53.308453
6467.285156	-58.179268
6468.017578	-57.925777
6468.750000	-58.784573
6469.482422	-57.429695
6470.214844	-54.239231
6470.947266	-57.790653
6471.679688	-58.992134
6472.412109	-56.994457
6473.144531	-53.828846
6473.876953	-58.048992
6474.609375	-57.950542
6475.341797	-58.831573
6476.074219	-58.690075
6476.806641	-55.271027
6477.539062	-59.059029
6478.271484	-59.196552
6479.003906	-58.178371
6479.736328	-55.065910
6480.468750	-58.171558
6481.201172	-58.227364
6481.933594	-59.472702
6482.666016	-58.712833
6483.398438	-55.952129
6484.130859	-59.417313
6484.863281	-59.067513
6485.595703	-58.777966
6486.328125	-57.600803
6487.060547	-58.167515
6487.792969	-58.698601
6488.525391	-59.388634
6489.257812	-60.043793
6489.990234	-54.919796
6490.722656	-60.402634
6491.455078	-60.294880
6492.187500	-58.124001
6492.919922	-57.716557
6493.652344	-56.740398
6494.384766	-58.641647
6495.117188	-59.632465
6495.849609	-59.035480
6496.582031	-55.580803
6497.314453	-58.837379
6498.046875	-59.516331
6498.779297	-58.201763
6499.511719	-56.512100
6500.244141	-54.379253
6500.976562	-58.330757
6501.708984	-59.372227
6502.441406	-57.567917
6503.173828	-56.469482
6503.906250	-59.844490
6504.638672	-59.490742
6505.371094	-61.033024
6506.103516	-60.456623
6506.835938	-57.166260
6507.568359	-60.310417
6508.300781	-60.991318
6509.033203	-60.732929
6509.765625	-58.890053
6510.498047	-61.016350
6511.230469	-61.151516
6511.962891	-60.773056
6512.695312	-59.921650
6513.427734	-58.596298
6514.160156	-60.358150
6514.892578	-61.015869
6515.625000	-59.682976
6516.357422	-59.451405
6517.089844	-59.400169
6517.822266	-60.203503
6518.554688	-60.922153
6519.287109	-60.509739
6520.019531	-57.763474
6520.751953	-61.154354
6521.484375	-61.610966
6522.216797	-61.399757
6522.949219	-60.306587
6523.681641	-60.116703
6524.414062	-60.753139
6525.146484	-62.172138
6525.878906	-61.551800
6526.611328	-59.381344
6527.343750	-61.687363
6528.076172	-61.597954
6528.808594	-61.444244
6529.541016	-60.729504
6530.273438	-59.576275
6531.005859	-60.910149
6531.738281	-61.444832
6532.470703	-60.963387
6533.203125	-59.046185
6533.935547	-61.234245
6534.667969	-61.408714
6535.400391	-62.015972
6536.132812	-61.722332
6536.865234	-60.564922
6537.597656	-60.434139
6538.330078	-61.412403
6539.062500	-60.678959
6539.794922	-57.716328
6540.527344	-60.155373
6541.259766	-61.089806
6541.992188	-60.626129
6542.724609	-60.370777
6543.457031	-60.015995
6544.189453	-61.183178
6544.921875	-60.937664
6545.654297	-61.303352
6546.386719	-59.446289
6547.119141	-60.245468
6547.851562	-61.875546
6548.583984	-61.083408
6549.316406	-60.359344
6550.048828	-60.663624
6550.781250	-59.783871
6551.513672	-60.372707
6552.246094	-60.426884
6552.978516	-59.434998
6553.710938	-60.285904
6554.443359	-61.872448
6555.175781	-61.500729
6555.908203	-61.558399
6556.640625	-60.560513
6557.373047	-61.324883
6558.105469	-61.927952
6558.837891	-61.323517
6559.570312	-60.387253
6560.302734	-60.127350
6561.035156	-62.326969
6561.767578	-62.250759
6562.500000	-61.611107
6563.232422	-59.304176
6563.964844	-61.389130
6564.697266	-60.811081
6565.429688	-61.421711
6566.162109	-59.202164
6566.894531	-58.411766
6567.626953	-61.447338
6568.359375	-61.573280
6569.091797	-61.669861
6569.824219	-59.976311
6570.556641	-61.666950
6571.289062	-60.811813
6572.021484	-61.599678
6572.753906	-61.273384
6573.486328	-58.496716
6574.218750	-60.488655
6574.951172	-59.994663
6575.683594	-58.893581
6576.416016	-59.263752
6577.148438	-59.701118
6577.880859	-59.358105
6578.613281	-60.655449
6579.345703	-60.931896
6580.078125	-58.359371
6580.810547	-61.487614
6581.542969	-61.507812
6582.275391	-61.479221
6583.007812	-58.838951
6583.740234	-59.675495
6584.472656	-59.775764
6585.205078	-59.429611
6585.937500	-59.065784
6586.669922	-59.259090
6587.402344	-59.948708
6588.134766	-59.601986
6588.867188	-61.046997
6589.599609	-61.413963
6590.332031	-61.108227
6591.064453	-60.819481
6591.796875	-61.981396
6592.529297	-62.163170
6593.261719	-59.248108
6593.994141	-60.824600
6594.726562	-60.715744
6595.458984	-60.514973
6596.191406	-61.661983
6596.923828	-62.343395
6597.656250	-60.646938
6598.388672	-60.901104
6599.121094	-62.243759
6599.853516	-59.970970
6600.585938	-61.766323
6601.318359	-61.303394
6602.050781	-61.650200
6602.783203	-61.334663
6603.515625	-60.182381
6604.248047	-61.447571
6604.980469	-60.927433
6605.712891	-61.818363
6606.445312	-60.483875
6607.177734	-60.948814
6607.910156	-61.858471
6608.642578	-62.265999
6609.375000	-61.817272
6610.107422	-60.816208
6610.839844	-62.311028
6611.572266	-61.824600
6612.304688	-62.673695
6613.037109	-61.124947
6613.769531	-61.901947
6614.501953	-62.522820
6615.234375	-63.128784
6615.966797	-63.945961
6616.699219	-61.959991
6617.431641	-63.014000
6618.164062	-62.608154
6618.896484	-63.052803
6619.628906	-62.675030
6620.361328	-62.582081
6621.093750	-61.398109
6621.826172	-61.891747
6622.558594	-61.116028
6623.291016	-61.612053
6624.023438	-61.105885
6624.755859	-61.782021
6625.488281	-60.435402
6626.220703	-62.006336
6626.953125	-62.259983
6627.685547	-62.159363
6628.417969	-62.294727
6629.150391	-61.257595
6629.882812	-62.137383
6630.615234	-62.583332
6631.347656	-61.483994
6632.080078	-61.697910
6632.812500	-62.218548
6633.544922	-62.424892
6634.277344	-61.238258
6635.009766	-60.214252
6635.742188	-60.502148
6636.474609	-59.381702
6637.207031	-61.562546
6637.939453	-61.336140
6638.671875	-61.173985
6639.404297	-60.272385
6640.136719	-59.880585
6640.869141	-61.653255
6641.601562	-61.567398
6642.333984	-61.309036
6643.066406	-62.326729
6643.798828	-60.932507
6644.531250	-59.997288
6645.263672	-60.477112
6645.996094	-61.058350
6646.728516	-59.295322
6647.460938	-61.810890
6648.193359	-62.124130
6648.925781	-61.194462
6649.658203	-60.217606
6650.390625	-61.196949
6651.123047	-62.064724
6651.855469	-60.859367
6652.587891	-61.310959
6653.320312	-59.393810
6654.052734	-61.039272
6654.785156	-61.610077
6655.517578	-61.165440
6656.250000	-60.041023
6656.982422	-59.292168
6657.714844	-61.466297
6658.447266	-60.822105
6659.179688	-60.753403
6659.912109	-57.760277
6660.644531	-60.836346
6661.376953	-61.750912
6662.109375	-61.225452
6662.841797	-60.733269
6663.574219	-60.619442
6664.306641	-60.707111
6665.039062	-61.410904
6665.771484	-61.399342
6666.503906	-59.350937
6667.236328	-60.340523
6667.968750	-60.198105
6668.701172	-60.812611
6669.433594	-60.997410
6670.166016	-59.356049
6670.898438	-61.777699
6671.630859	-61.523556
6672.363281	-60.907604
6673.095703	-59.760731
6673.828125	-60.922047
6674.560547	-61.929245
6675.292969	-61.988514
6676.025391	-61.312634
6676.757812	-59.021656
6677.490234	-60.151237
6678.222656	-60.965797
6678.955078	-60.104996
6679.687500	-59.308002
6680.419922	-60.184181
6681.152344	-62.127686
6681.884766	-62.809956
6682.617188	-61.738556
6683.349609	-61.330307
6684.082031	-61.556572
6684.814453	-60.741154
6685.546875	-62.783539
6686.279297	-62.205494
6687.011719	-60.545372
6687.744141	-62.244080
6688.476562	-61.358017
6689.208984	-60.802284
6689.941406	-61.260620
6690.673828	-61.685612
6691.406250	-60.997681
6692.138672	-61.912678
6692.871094	-61.062511
6693.603516	-60.783447
6694.335938	-62.411739
6695.068359	-62.032742
6695.800781	-61.769791
6696.533203	-58.719368
6697.265625	-60.125874
6697.998047	-60.488647
6698.730469	-60.300518
6699.462891	-59.240047
6700.195312	-58.299747
6700.927734	-60.356674
6701.660156	-61.073799
6702.392578	-60.905998
6703.125000	-59.304531
6703.857422	-61.082222
6704.589844	-61.445744
6705.322266	-61.584263
6706.054688	-60.973698
6706.787109	-58.416634
6707.519531	-61.337284
6708.251953	-61.024445
6708.984375	-60.487843
6709.716797	-59.879089
6710.449219	-61.116768
6711.181641	-61.671734
6711.914062	-60.942600
6712.646484	-61.067211
6713.378906	-58.455940
6714.111328	-61.491589
6714.843750	-61.439045
6715.576172	-61.255074
6716.308594	-60.172539
6717.041016	-59.894539
6717.773438	-61.203880
6718.505859	-61.197433
6719.238281	-61.330574
6719.970703	-59.341618
6720.703125	-62.798256
6721.435547	-62.769878
6722.167969	-62.121883
6722.900391	-62.370811
6723.632812	-63.174202
6724.365234	-63.377510
6725.097656	-63.659405
6725.830078	-63.541855
6726.562500	-62.225964
6727.294922	-62.066273
6728.027344	-62.055470
6728.759766	-61.607719
6729.492188	-61.879723
6730.224609	-62.872459
6730.957031	-62.858696
6731.689453	-63.338787
6732.421875	-63.444050
6733.154297	-62.617626
6733.886719	-62.289093
6734.619141	-63.093655
6735.351562	-62.399738
6736.083984	-63.208019
6736.816406	-62.594910
6737.548828	-63.527351
6738.281250	-63.128433
6739.013672	-62.951984
6739.746094	-62.865589
6740.478516	-63.665775
6741.210938	-63.379822
6741.943359	-62.417686
6742.675781	-63.510399
6743.408203	-63.618999
6744.140625	-63.130814
6744.873047	-62.926861
6745.605469	-62.827179
6746.337891	-62.759209
6747.070312	-63.248371
6747.802734	-62.803493
6748.535156	-63.412228
6749.267578	-63.228897
6750.000000	-63.758034
6750.732422	-63.941025
6751.464844	-62.821388
6752.197266	-63.254238
6752.929688	-62.652672
6753.662109	-62.921299
6754.394531	-63.187305
6755.126953	-62.383095
6755.859375	-62.536938
6756.591797	-63.210526
6757.324219	-61.634598
6758.056641	-61.434917
6758.789062	-62.042381
6759.521484	-62.315659
6760.253906	-60.926395
6760.986328	-60.822098
6761.718750	-60.262070
6762.451172	-60.962006
6763.183594	-61.149197
6763.916016	-61.204960
6764.648438	-60.764561
6765.380859	-61.449028
6766.113281	-61.358280
6766.845703	-60.445484
6767.578125	-60.774883
6768.310547	-60.396626
6769.042969	-59.911793
6769.775391	-59.993568
6770.507812	-61.326660
6771.240234	-60.631371
6771.972656	-61.246735
6772.705078	-60.843235
6773.437500	-60.948441
6774.169922	-60.745049
6774.902344	-61.804916
6775.634766	-60.343735
6776.367188	-61.616364
6777.099609	-60.120529
6777.832031	-60.762688
6778.564453	-60.599415
6779.296875	-61.274853
6780.029297	-60.296852
6780.761719	-60.729431
6781.494141	-61.233833
6782.226562	-60.652802
6782.958984	-61.183174
6783.691406	-61.198559
6784.423828	-60.827240
6785.156250	-60.275646
6785.888672	-61.966400
6786.621094	-60.834373
6787.353516	-60.823723
6788.085938	-62.067429
6788.818359	-61.299496
6789.550781	-62.141293
6790.283203	-62.674660
6791.015625	-61.168167
6791.748047	-61.586605
6792.480469	-61.052731
6793.212891	-60.833538
6793.945312	-60.488617
6794.677734	-60.513103
6795.410156	-60.458729
6796.142578	-60.719845
6796.875000	-59.724731
6797.607422	-59.788895
6798.339844	-60.167645
6799.072266	-59.858322
6799.804688	-59.635147
6800.537109	-61.268295
6801.269531	-60.859806
6802.001953	-60.601746
6802.734375	-60.048828
6803.466797	-59.855022
6804.199219	-60.211979
6804.931641	-60.240883
6805.664062	-60.561142
6806.396484	-59.751926
6807.128906	-60.917812
6807.861328	-59.724773
6808.593750	-60.214695
6809.326172	-60.131676
6810.058594	-61.133373
6810.791016	-60.967999
6811.523438	-61.069885
6812.255859	-60.848099
6812.988281	-60.631943
6813.720703	-60.916130
6814.453125	-61.511978
6815.185547	-61.524654
6815.917969	-60.646793
6816.650391	-60.811249
6817.382812	-60.466450
6818.115234	-60.426651
6818.847656	-60.918343
6819.580078	-60.661442
6820.312500	-60.546516
6821.044922	-60.860271
6821.777344	-60.115120
6822.509766	-60.042614
6823.242188	-60.255486
6823.974609	-60.733269
6824.707031	-60.058563
6825.439453	-60.929314
6826.171875	-59.610390
6826.904297	-59.087845
6827.636719	-60.637577
6828.369141	-61.709064
6829.101562	-60.075859
6829.833984	-59.319054
6830.566406	-59.894169
6831.298828	-59.976707
6832.031250	-60.470936
6832.763672	-59.605686
6833.496094	-58.405830
6834.228516	-60.632305
6834.960938	-61.268433
6835.693359	-59.745316
6836.425781	-59.135403
6837.158203	-59.138985
6837.890625	-58.948715
6838.623047	-60.853588
6839.355469	-60.191837
6840.087891	-55.932369
6840.820312	-60.020863
6841.552734	-61.110615
6842.285156	-59.008541
6843.017578	-59.083847
6843.750000	-59.539707
